SEQ,COUNTRY,RESIDENCE,SEX,AGE,HINCOME,,MARRIAGE,CHILD,JOB,Q33,Q34_JP,,,,,,,,,,,,,,,,,,,,,,,
89,JP,千葉県,女性,50歳,800万円以上 900万円未満,3,既婚,いる,サービス業（理容師、運転手など）,SEQ0089_1.webp,"12月2日

夕食
友人と
外食",日本料理の定食コース。刺身（マグロ・サーモン・白身魚）、揚げ物（フライ）、煮物、みそ汁、小鉢など多彩な和食料理が並ぶ本格的な懐石風セット。レモン添え、醤油付き。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0089_1.webp,,#F5E6C8,#8B2020,#FF8C42,#2C5F2E,#D4A574,#1C1C1C,#F0C040,2400,18,12,2800,1850,95,52,145,12,2,和食,2人,友達
90,JP,東京都,女性,52歳,600万円以上 700万円未満,2,未婚,いない,技術職（エンジニア、プログラマーなど）,SEQ0090_1.webp,"夕食　2024年1月15日 19時頃
自宅で一人
テレビを見ながら
スーパーで購入した天ぷらそば",かき揚げそば。細い蕎麦麺の上に野菜のかき揚げ天ぷら、わかめ、青ねぎをトッピングした和風麺料理。だし汁をかけて食べるスタイル。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0090_1.webp,,#C8A87A,#3D2B1F,#4A7C3F,#D4B483,#8B6914,#2C4A2E,#F5E6C8,650,8,3.8,420,520,14,18,72,4.5,1,和食,1人,自分
91,JP,東京都,女性,52歳,600万円以上 700万円未満,2,未婚,いない,事務職（教員も含む）,SEQ0091_1.webp,"昼御飯
2022年８月15日位
12時ころ
実家で
母親と二人で会話しながら食べた
うなぎとサラダと味噌汁
うなぎはスーパーオオゼキで購入
母親が調理した",うな丼（鰻の蒲焼きと白米）、豆腐と海藻の味噌汁、海老とトマトとレタスのサラダの三品セット。鰻は照り焼き風のタレで香ばしく焼かれている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0091_1.webp,,#8B4513,#F5F5DC,#2D5A27,#FF6347,#1C1C1C,#FFB6C1,#FFFFFF,750,18,3.8,820,680,32,18,85,4.5,1,和食,1人,家族
92,JP,神奈川県,女性,55歳,"1,200万円以上 1,500万円未満",3,既婚,いない,事務職（教員も含む）,SEQ0092_1.webp,"夕食　2024年1月15日  20時頃
配偶者とYouTubeを見ながら自分が作ったカレーうどんとサラダを食べた。",味噌カレーうどん2人分（ウインナー・キャベツ・ナルト入り）とトマト・人参・ケール・葉野菜の彩り豊かなサラダ。濃厚なスープが特徴的な家庭料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0092_1.webp,,#D4A017,#E8C97A,#C0392B,#E67E22,#2E8B57,#F5F5DC,#8B4513,1400,18,6.8,980,920,38,22,138,9,2,和食,2人,恋人・配偶者
93,JP,神奈川県,女性,56歳,200万円未満,1,離別,いる,事務職（教員も含む）,SEQ0093_1.webp,"自分の朝食を朝7時に撮りました。
子供は仕事に行ったので、1人でご飯と子供に作ったお弁当の残りのマカロニサラダとコロッケ、豆腐ハンバーグを食べました。",パスタとブロッコリー・ハムの炒め物、ハンバーグ2個（ソース付き）、白米の3品構成。家庭料理風の和洋折衷ミックスプレート。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0093_1.webp,,#F5F0E8,#C8A882,#4A7C3F,#D4C5A0,#8B6914,#F0EDE8,#B5651D,550,8.5,3.2,620,720,32,22,95,4.5,1,多国籍料理,1人,自分
94,JP,東京都,女性,58歳,わからない／答えたくない,0,離別,いる,事務職（教員も含む）,SEQ0094_1.webp,"昼食
2014.1.10
13:00
ピザ、アヒージョ
パブ",ナポリ風ピザ（目玉焼き・ハラペーニョ・ブラックオリーブ・サラミトッピング）と、ズッキーニ・コーン・パプリカ・肉を使った野菜たっぷりの鉄板蒸し煮料理の2品構成。パンと小皿も添えられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0094_1.webp,,#D4A055,#C0392B,#4A7C3F,#2C2C2C,#F5D76E,#E8E8D0,#8B4513,1100,18,5.8,980,1420,58,62,158,12,2,洋食,2人,友達
95,JP,神奈川県,女性,59歳,700万円以上 800万円未満,2,既婚,いない,専業主婦・主夫,SEQ0095_1.webp,"〇撮影した食事
昼食
〇撮影した時期時間
2023/12/31,12時53分
〇どこで
友人の別荘
〇誰と
私たち夫婦、友人夫婦、友人の兄夫婦
〇何をしながら
ビールやワインを飲み、おしゃべり、ギターの演奏
〇何を食べたか
友人の兄が作ったサラダ、ピザ(手作り、石窯で焼いた)、ハムの和え物、茶わん蒸し、八宝菜等",中華・アジア系の多皿料理。野菜炒め、蒸し鶏サラダ、カットフルーツ（マンゴー・キュウリ・ニンジン）、スープ、きんぴら風炒め物など多彩な料理が並ぶ家庭的な中華食事,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0095_1.webp,,#E8D5B0,#F4A460,#6B8E5A,#C0392B,#F5F5F5,#4A6FA5,#8B4513,2800,28,12,2400,1450,68,52,145,18,4,中華,4人以上,友達
96,JP,大阪府,男性,16歳,わからない／答えたくない,0,未婚,いない,高校生、浪人生,SEQ0096_1.webp,夕食　2024年1月17日,卵、コーン、ベーコンを使った炒飯。醤油ベースの味付けで、ご飯がパラパラに炒められており、ラップで覆われた楕円形の茶色い器に盛られている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0096_1.webp,,#D4B896,#F5C842,#8B4513,#F5F0E8,#C8A96E,#3D2B1F,#E8D5A3,350,2.5,1.8,220,520,12,14,82,1.5,1,中華,1人,自分
97,JP,京都府,男性,18歳,200万円未満,1,未婚,いない,大学生（短大含む）、高専生、大学院生,SEQ0097_1.webp,"夕食
2024年1月14日19時ごろ温泉施設で友人と食べた",天丼定食。海老2尾・ナス・ししとう・海苔などの天ぷらをご飯の上に盛り付けた天丼に、豆腐の味噌汁と黄色い漬物（たくあん）が添えられた定食。衣はサクッと揚げられ、甘辛いタレがかかっている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0097_1.webp,,#D4922A,#F5E6C8,#8B4513,#2D4A1E,#F5C842,#1A1A1A,#C0392B,650,18.5,3.2,520,780,22.5,28,105,3.8,1,和食,1人,友達
98,JP,大阪府,男性,19歳,600万円以上 700万円未満,2,未婚,いない,大学生（短大含む）、高専生、大学院生,SEQ0098_1.webp,2024年1月1日,日本式鍋料理の宴会膳。中央に湯豆腐または水炊き鍋、もやしや白菜の野菜盛り、うどん（〆）、各種小鉢・タレ・飲み物が並ぶ日本の居酒屋スタイルの会食,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0098_1.webp,,#8B4513,#F5F5DC,#D2691E,#2F4F4F,#FFFACD,#A0522D,#708090,3500,18,12,1800,1450,52,28,210,14,4,和食,4人以上,友達
99,JP,京都府,男性,19歳,200万円未満,1,未婚,いない,大学生（短大含む）、高専生、大学院生,SEQ0099_1.webp,夕食　1週間前の午後8時ごろ家で一人でご飯、鶏肉とキノコの卵あんかけとじ、焼きこんにゃくとサラダを食べた。自分で作った。,こんにゃくとブロッコリーの炒め物、きのこと卵の中華風とろみスープ、白米、小さなデザート容器（抹茶系）の4品構成。家庭的な和中折衷の食事。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0099_1.webp,,#8B7355,#4A7C3F,#F5F0E8,#D4A017,#FFFFFF,#6B6B6B,#C8E6C9,650,12,3.5,820,480,18,8,78,6,1,多国籍料理,1人,自分
100,JP,大阪府,男性,21歳,250万円以上 300万円未満,1,未婚,いない,営業・販売職（セールスマン、店員など）,SEQ0100_1.webp,"間食
深夜２時自宅で
一人で
スマホ見ながら
おにぎりと紅茶
コンビニで買った",北海道産真昆布を使った塩おにぎり（国産海苔・国産米使用、瀬戸内の藻塩で味付け）と、花伝ロイヤルミルクティー（砂糖不使用）の組み合わせ。コンビニの定番軽食セット。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0100_1.webp,,#2D4A1E,#1A1A1A,#F5F0E8,#8B7355,#FFFFFF,#1B3A8C,#C8A84B,390,18.5,1.4,320,285,6.2,3.8,55,1.8,1,和食,1人,自分
101,JP,大阪府,男性,22歳,800万円以上 900万円未満,3,未婚,いない,大学生（短大含む）、高専生、大学院生,SEQ0101_1.webp,2023年12月の夕食に午後10時過ぎにスーパーマーケットで買ったカップ麵と刺身をテレビを見ながらホテルで食べた,コンビニ系の日本食セット。カップ麺（チーズ系）、海苔巻き寿司、インスタントラーメン（生麺風）、板海苔など複数のインスタント・コンビニ食品が小テーブルに並んでいる。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0101_1.webp,,#E8A830,#8B1A1A,#2D2D2D,#6B4C8B,#F5E6C8,#1C5C1C,#D4A017,650,18,8.5,420,820,22,24,125,4,1,和食,1人,自分
102,JP,大阪府,男性,22歳,500万円以上 600万円未満,2,未婚,いない,サービス業（理容師、運転手など）,SEQ0102_2.webp,"夕食
令和6年1月7日18時半
18時半
家族
喋りながら
中華料理
店の人",焼き餃子（6個）と海鮮チャーハン。餃子はパリッと焼き色がついており、チャーハンはエビ・卵・ネギ・コーン入りで香ばしく炒められた中華定番セット。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0102_2.webp,,#C8A876,#E8D5A3,#D4956A,#8B6914,#F5E642,#5E8B3E,#F0EAD6,650,8.5,3.8,520,820,28.5,22,118,4.2,1,中華,1人,家族
103,JP,大阪府,男性,24歳,200万円未満,1,未婚,いない,営業・販売職（セールスマン、店員など）,SEQ0103_1.webp,"夕食
2日前
19時頃
自宅で
1人で
YouTubeを見ながら
買ってきたもの",唐揚げ定食。鶏の唐揚げ4〜5個、白米（梅干し・黒ごま添え）、千切りキャベツ、マヨネーズ、漬物（紫蘇漬け）をプラスチック容器に盛った日本の定番弁当。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0103_1.webp,,#C8732A,#F5F0E8,#8B0000,#F2EDD7,#4A4A2A,#D4B483,#FFFFFF,650,12,2.8,520,780,38,28,88,2.5,1,和食,1人,自分
104,JP,兵庫県,男性,25歳,500万円以上 600万円未満,2,未婚,いない,サービス業（理容師、運転手など）,SEQ0104_2.webp,"朝食
2024/01/16
6時頃
家で1人で
テレビを見ながら
市販のパン　フルーツジュース
スーパーで買った",白いプレートに盛られた2個のロールパン。表面はきつね色に焼き上がった柔らかそうな丸型パンで、シンプルなベーカリー製品。隣にはカップ入り飲み物も添えられている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0104_2.webp,,#C8842A,#F5DEB3,#FFFFFF,#8B4513,#F0E68C,,,120,8.4,0.8,110,298,8.6,5.2,54,1.8,1,洋食,1人,自分
105,JP,大阪府,男性,26歳,500万円以上 600万円未満,2,既婚,いない,営業・販売職（セールスマン、店員など）,SEQ0105_1.webp,"夕食
2023/12/28
19時頃
飲食店で
友達と
カレー
お店",カツカレー：サクサクに揚げたトンカツをご飯の上にのせ、濃厚な日本式カレールーをたっぷりかけた定番料理。玉ねぎなどの具材が溶け込んだ茶色いカレーが特徴。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0105_1.webp,,#C17A2E,#F0A830,#F5F0E8,#8B5E20,#D4B483,#6B4423,#E8D5A3,650,18,3.2,620,920,32,28,125,4.5,1,和食,1人,友達
106,JP,大阪府,男性,28歳,250万円以上 300万円未満,1,既婚,いる,営業・販売職（セールスマン、店員など）,SEQ0106_1.webp,"朝食
1月14日日曜日
自分の分の料理をあまり物で作成",白米の上に豆腐、納豆、ミニトマト、きゅうりをのせた和風丼。豆腐は角切りにされ、納豆と混ぜ合わせてタレをかけた栄養バランスの良い一品。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0106_1.webp,,#F5F5F0,#CC3322,#F5DEB3,#8B7355,#4A7C4E,#FFFACD,#D2691E,450,5.2,1.8,620,520,22.5,9.8,78,4.5,1,和食,1人,自分
107,JP,京都府,男性,29歳,800万円以上 900万円未満,3,既婚,いる,技術職（エンジニア、プログラマーなど）,SEQ0107_1.webp,"夕食
2024年1月17日21時ごろ
自宅で妻と2人でテレビを見ながら妻が作ったミートソースパスタを食べた。",スパゲッティミートソース2皿分。茹でたスパゲッティに市販のボロネーゼ風トマト肉ソースをたっぷりかけた洋食。牛豚合挽き肉とトマトベースのソースが特徴。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0107_1.webp,,#8B1A0A,#F5DEB3,#C0392B,#D4A96A,#FFFFFF,#5C2A00,#E8C99A,700,18,3.8,820,820,32,22,118,6,2,洋食,2人,恋人・配偶者
108,JP,大阪府,男性,29歳,700万円以上 800万円未満,2,既婚,いない,営業・販売職（セールスマン、店員など）,SEQ0108_1.webp,"撮影した食事　外食時の夜ご飯がラーメン
撮影した時期　か2023年12月30日
撮影した時間帯　18時",醤油ラーメンに厚切りチャーシュー、味玉、海苔、なると、もやし、メンマをトッピング。濃いめの醤油ベーススープが特徴。付け合わせに焼き餃子5個添え。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0108_1.webp,,#8B4513,#F5DEB3,#2D5016,#D4A017,#F0E68C,#8B0000,#FFFAF0,950,12,7.8,620,920,42,32,108,4.5,1,和食,1人,自分
109,JP,京都府,男性,29歳,350万円以上 400万円未満,2,既婚,いない,技術職（エンジニア、プログラマーなど）,SEQ0109_1.webp,"昼食
2024年1月11日
11時半ごろ
びっくり亭
ひとりで
仕事の休憩時間にランチ
焼き肉
飲食店にて",豚肉とキャベツの炒め物定食。鉄板で提供される生姜焼き風の炒め物に、白米、味噌汁（ねぎ入り）、漬物が添えられた典型的な日本の定食スタイル。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0109_1.webp,,#F5F5DC,#8B6914,#90EE90,#FFFAF0,#D2691E,#F0E68C,#4CAF50,750,12,3.2,980,720,32,22,95,4.5,1,和食,1人,自分
110,JP,大阪府,男性,30歳,800万円以上 900万円未満,3,未婚,いない,営業・販売職（セールスマン、店員など）,SEQ0110_1.webp,"夕食
2024/1/13
20時頃
友人と銭湯帰りにラーメンを食べた。",大量のチャーシューが周囲を埋め尽くす豪華なラーメン。豚骨系の白濁スープに細麺、海苔、わかめ、メンマを盛り付けたボリューム満点の一杯。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0110_1.webp,,#C49A8A,#F5E6D3,#1C1C1C,#D4B896,#4A7C59,#E8D5B0,#8B6F5E,1800,8,6.5,980,1650,95,85,110,4,1,和食,1人,友達
111,JP,兵庫県,男性,32歳,"900万円以上 1,000万円未満",3,既婚,いる,営業・販売職（セールスマン、店員など）,SEQ0111_1.webp,昼食　年始　動物園に行ったときの食事,子ども向け和食セット。パンダ顔の飾り付きうどん（わかめ・なると入り）、パンダ形おにぎり、枝豆・人参の小鉢、卵焼き・天ぷら等の副菜、オレンジジュース付き。抹茶ドリンクも添えられたかわいらしい盛り付け。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0111_1.webp,,#F5F0E8,#4A7C4E,#FF8C42,#FFFFFF,#2D2D2D,#F4C430,#C8E6C9,380,12,2.1,520,420,14,8,68,4.5,1,和食,1人,家族
112,JP,兵庫県,男性,33歳,600万円以上 700万円未満,2,既婚,いる,製造・労務職,SEQ0112_1.webp,"昼食
2023年12月23日12:24
休憩しながら公園で",ホテイフーズの缶詰やきとり塩味。国産鶏肉を炭火焼きにした焼き鳥の缶詰。鶏もも肉や軟骨などを塩ダレで味付けした即食可能な加工食品。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0112_1.webp,,#1A3A9E,#FFFFFF,#CC2222,#2244BB,#8899CC,#F5F5F5,#111133,75,0.5,1.1,180,90,11.5,4.2,1.8,0,1,和食,1人,自分
114,JP,大阪府,男性,33歳,600万円以上 700万円未満,2,既婚,いる,技術職（エンジニア、プログラマーなど）,SEQ0114_1.webp,"2024/01/17晩ごはん
19時ごろ　テレビを見ながら
配偶者が作った",豆腐、鶏肉、にんじん、もやし、白菜などが入った透明なスープ。黒い土鍋で煮込まれており、あっさりとした塩ベースの鍋料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0114_1.webp,,#F5F0E0,#E8D5A3,#F4A460,#FFFFFF,#D3C9A0,#8B7355,#1C1C1C,900,4,3.2,620,280,22,12,18,3,2,和食,2人,恋人・配偶者
115,JP,京都府,男性,34歳,700万円以上 800万円未満,2,既婚,いる,営業・販売職（セールスマン、店員など）,SEQ0115_2.webp,家族とともに奥さんが作った夕食を食べた,豚肉と野菜（ズッキーニ、キャベツ、ニンジン、青菜など）を卵で炒めた野菜炒め。白ご飯付きの家庭料理で、塩コショウやソース系の味付けと推定される。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0115_2.webp,,#F5E6A3,#8B7355,#6B8E4E,#F4A460,#FFFAF0,#D2691E,#90EE90,650,8.5,2.2,820,680,28,22,85,4.5,1,和食,1人,家族
116,JP,大阪府,男性,35歳,200万円以上 250万円未満,1,未婚,いない,事務職（教員も含む）,SEQ0116_1.webp,夕食。昨日。同僚とお店でパフェを食べた,巨大なパフェ。バニラ・チョコレート・マンゴーアイスクリームを複数段に重ね、チョコレートソース、ナッツ、チョコブラウニーをトッピングした豪華なデザート。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0116_1.webp,,#F5DEB3,#5C3317,#F0E68C,#8B4513,#FFFAF0,#D2691E,#C8A165,650,95,0.6,520,1250,14,58,168,3,2,洋食,2人,同僚
117,JP,大阪府,男性,36歳,800万円以上 900万円未満,3,既婚,いない,営業・販売職（セールスマン、店員など）,SEQ0117_2.webp,"昼食
2024年1月1日13時ごろ
自宅で
妻と
おせち料理
自分が作った",日本の正月料理「おせち料理」の三段重。紅白かまぼこ、伊達巻、黒豆、栗きんとん、海老、煮しめなど縁起物の料理が詰められ、お雑煮と茶碗蒸しが添えられた伝統的な新年の祝い膳。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0117_2.webp,,#C0392B,#F5F5F5,#2C1810,#E8A020,#8B4513,#F4C842,#D4836A,1800,85,12,1850,1450,52,28,220,14,2,和食,2人,恋人・配偶者
118,JP,大阪府,男性,36歳,600万円以上 700万円未満,2,既婚,いる,技術職（エンジニア、プログラマーなど）,SEQ0118_2.webp,2024年7月17日の夕食を18時30分ごろに撮影しました。家で家族(配偶者や子供)と会話をしながら食べました。食事内容は親子丼と野菜炒めと手羽先で、配偶者が作りました。,日本の家庭料理一式。手羽先の甘辛揚げ、親子丼、きんぴらごぼう、ひじき煮、ポテトサラダ、あさりの酒蒸し、根菜の煮物など複数の副菜を揃えた定食スタイル。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0118_2.webp,,#C4762A,#F5E6C8,#4A3728,#E8A456,#8B6914,#F0EAD6,#2D5A1B,850,28,6.5,1450,920,42,32,105,8.5,2,和食,2人,家族
119,JP,大阪府,男性,39歳,"1,100万円以上 1,200万円未満",3,既婚,いない,自由業、専門職（医者、弁護士など）,SEQ0119_1.webp,2024年1月18日、1人で作って1人で食べた,おにぎり2個（海苔巻き・青のり風味）、肉団子と白菜・えのきの塩スープ、ひき肉と野菜炒め、ほうれん草と卵の炒め物、レタスと肉団子の小鉢。家庭的な和食の献立。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0119_1.webp,,#F5F0E8,#2D5A1B,#8B7355,#D4C5A0,#F0E68C,#C8DEB8,#8B4513,850,12,4.2,1450,680,32,18,88,8.5,1,和食,1人,自分
121,JP,京都府,男性,39歳,800万円以上 900万円未満,3,既婚,いない,事務職（教員も含む）,SEQ0121_1.webp,新幹線の車内で。,"This is a bento box meal, typically featuring a variety of small dishes.

### Ingredients:
- Rice
- Edamame
- Scallops or shellfish
- Diced root vegetables (possibly yam or taro)
- Tamagoyaki (Japanese rolled omelette)
- Seaweed salad
- Pickled vegetables (carrot, possibly mushroom)

### Estimated Nutrients:
- Calories: ~500 kcal
- Protein: ~20g
- Carbohydrates: ~70g
- Fat: ~15g

### Plate/Bowl Counts:
- 1 bento box

### Main Colors:
- Brown (#8B4513)
- Green (#98FB98)
- Yellow (#FFD700)
- White (#FFFFFF)
- Black (#000000)

This meal is balanced with protein, carbohydrates, and vegetables, typical of a Japanese bento.",https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0121_1.webp,,#8B4513,#98FB98,#FFD700,#FFFFFF,#000000,,,315,14,1.8,730,500,20,15,70,7,1,多国籍料理,1人,自分
122,JP,京都府,男性,41歳,500万円以上 600万円未満,2,既婚,いる,製造・労務職,SEQ0122_2.webp,"夕食
2024年1月15日19時ぐらい
家族で食べる前
ミートスパゲッティ
妻がつくった",テーブルには2人分の食事が用意されており、肉系の甘辛ソースがかかったメインディッシュ（黒フライパン）、野菜サラダ（ガラス容器）、グレービーソース系の煮込み料理（ガラス容器）が並ぶ家庭料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0122_2.webp,,#C8884A,#8B4513,#90EE90,#F5F5F5,#2F4F4F,#D2691E,#FFFFFF,850,18,3.8,920,680,28,22,85,6,2,和食,2人,家族
123,JP,兵庫県,男性,41歳,400万円以上 450万円未満,2,既婚,いる,事務職（教員も含む）,SEQ0123_1.webp,"夕食
2023年4時18分
18時頃
配偶者と子供たちと
テレビを観ながら
唐揚げとワカメあえとなめこ汁
配偶者が作った",揚げ鶏、豚の角煮風、トマト、キュウリサラダ、きのこと青菜の醤油スープからなるアジア系家庭料理。揚げ物中心で多彩なおかずが並ぶ定食スタイル。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0123_1.webp,,#D4A017,#8B3A1F,#E8392A,#4A7C3F,#F5E6C8,#2C1A0E,#A8C070,650,12,4.5,980,820,42,52,38,5,1,東南アジア料理,1人,家族
124,JP,大阪府,男性,41歳,"1,200万円以上 1,500万円未満",3,離別,いる,営業・販売職（セールスマン、店員など）,SEQ0124_2.webp,"朝食
2023年11月3日
恋人と
自分で作った",チキンの大葉チーズ巻き揚げ焼きをメインに、茄子と大根おろしの小鉢、海苔と豆腐の味噌汁の和食定食。鶏もも肉に大葉とチーズを巻いてカリッと焼き上げた一品。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0124_2.webp,,#C4813A,#F5F0E8,#4A7C3F,#8B6340,#D4C5A0,#2E5B1E,#F0E68C,680,6.5,3.2,980,720,48,42,22,4.5,1,和食,1人,恋人・配偶者
125,JP,大阪府,男性,44歳,わからない／答えたくない,0,離別,いる,管理職（課長クラス以上）,SEQ0125_1.webp,1月16日に出張先の広島にて1人で食べた晩御飯,広島風お好み焼き。薄い生地の上に焼きそば、キャベツ、豚肉などを重ね、お好みソース・青ネギをたっぷりトッピングした鉄板料理。隣にビールジョッキあり。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0125_1.webp,,#8B4513,#6B8E23,#D2691E,#F5DEB3,#FFD700,#2E8B57,#C0C0C0,450,18,3.2,520,680,22,18,95,5.5,1,和食,1人,自分
126,JP,兵庫県,男性,44歳,800万円以上 900万円未満,3,既婚,いない,事務職（教員も含む）,SEQ0126_1.webp,"撮影した食事　夕食
撮影した時期　令和６年１月２日
撮影した時間帯　１８時頃
誰と　妻
何をしながら　話をしながら
何を食べたか　広島焼き
誰が作った料理か　店員",広島風お好み焼き。薄い生地にキャベツ、もやし、そば、卵を重ねて焼き、お好みソースをかけ、大量の刻みネギをたっぷりトッピングした鉄板料理。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0126_1.webp,,#4A7C3F,#D4820A,#F5C842,#8B4513,#FFFFFF,#2E5E1E,#C65D00,450,18,3.2,620,520,18,16,72,6.5,1,和食,1人,恋人・配偶者
127,JP,大阪府,男性,44歳,800万円以上 900万円未満,3,未婚,いない,事務職（教員も含む）,SEQ0127_1.webp,"去年の12月の22時頃の夕食の風景
いつものように1人でテレビを見ながら食べた
宅配弁当とスーパーで買ってきたサラダや惣菜が中心
この日だけではなく平日の夕食はほとんどこのような感じ",雑穀ご飯、タルタルソースがけ魚料理、コールスロー、トマトスライス、フライ、茶碗蒸し風スープ、黒豆、カレーソース、インゲン炒めなど多彩な和洋折衷の家庭料理,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0127_1.webp,,#F5F0E8,#C8A882,#8B4513,#FF6347,#90EE90,#F4D03F,#2C2C2C,1200,18,4.5,1850,780,32,28,95,9,1,和食,1人,自分
128,JP,大阪府,男性,45歳,350万円以上 400万円未満,2,未婚,いない,製造・労務職,SEQ0128_1.webp,"2024年1月
自分で作った天津飯㍶作業をしながらの夕食",天津飯風の料理。カニカマや葱入りの卵でふわふわのオムレツを作り、甘酢あんかけをかけた中華丼。ご飯の上に乗せられた卵料理に茶色の醤油ベースのとろみあんがたっぷりかかっている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0128_1.webp,,#C8731A,#F0A830,#8B3A0F,#FFFAF0,#4A7C3F,#E8C080,#D4501A,450,12,2.8,320,520,18,12,78,1.5,1,中華,1人,自分
129,JP,兵庫県,男性,49歳,200万円未満,1,既婚,いる,個人経営主、農業主,SEQ0129_1.webp,"夕食
20:30
家族
テレビ見ながら
牛丼、お好み焼き、サラダ

妻が作った",牛丼（甘辛く煮た牛肉と玉ねぎをご飯にのせた丼）とお好み焼き（キャベツ入り生地を焼きソース・マヨネーズでトッピング）のセット。サラダ付き。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0129_1.webp,,#C8A882,#8B4513,#F5F5F0,#1C1C1C,#F5DEB3,#6B8E23,#D2691E,950,42,5.8,820,1180,38,34,168,6.5,2,和食,2人,恋人・配偶者
130,JP,大阪府,男性,49歳,"1,000万円以上 1,100万円未満",3,既婚,いる,管理職（課長クラス以上）,SEQ0130_1.webp,"昼食
2024年1月9日
12時30分
自宅で自分でオムライスを作って、一人で食べた。",オムライス：チキンライスを薄焼き卵で包み、ケチャップをかけた日本の洋食。黄金色の卵の外皮にケチャップが線状にかけられており、中にはトマト味のチキンライスが入っている。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0130_1.webp,,#F4C842,#C8102E,#8B5E3C,#F5A623,#2B2B2B,#F0E68C,#D4A017,350,12,2.1,380,520,18,18,68,1.5,1,洋食,1人,自分
131,JP,京都府,男性,49歳,500万円以上 600万円未満,2,既婚,いる,製造・労務職,SEQ0131_1.webp,夕食で、時期は2024年１月17日18:20ごろ。1人でスマホを見ながらぜんざいを食べた。配偶者が作った。,ぜんざい（おしるこ）。小豆を甘く煮た餡の中に、白い丸餅が2〜3個入った和風スイーツ。餅はやわらかく煮られており、小豆の深い赤褐色のスープと対比する白い餅が特徴的。,https://hakuhodo-hill.com/glpe/photos/scenes-of-meals/webp/SEQ0131_1.webp,,#3B1A0E,#F5F5F5,#6B2D1A,#C8A882,#8B4513,#E8E8E8,#2C0D05,280,38,0.3,320,285,7.5,0.8,62,5.5,1,和食,1人,自分
